ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME
10122;29;71.1;14;2063.1;05/08/2003;Shipped   ;2;5;2003;Classic Cars    ;80;S24_4620 ;Marseille Mini Autos              ;91.24.4555       ;12, rue des Bouchers                      ;           ;Marseille     ;             ;13008    ;France       ;EMEA ;Lebihan    ;Laurence  
10135;23;87.3;11;2008.1;07/02/2003;Shipped   ;3;7;2003;Classic Cars    ;80;S24_4620 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10147;31;64.7;11;2004.8;09/05/2003;Shipped   ;3;9;2003;Classic Cars    ;80;S24_4620 ;Collectables For Less Inc.        ;6175558555       ;7825 Douglas Av.                          ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Nelson     ;Allen     
10159;23;67.1;6;1543.3;10/10/2003;Shipped   ;4;10;2003;Classic Cars    ;80;S24_4620 ;Corporate Gift Ideas Co.          ;6505551386       ;7734 Strong St.                           ;           ;San Francisco ;CA           ;         ;USA          ;NA   ;Brown      ;Julie     
10169;24;94.6;6;2269.9;11/04/2003;Shipped   ;4;11;2003;Classic Cars    ;80;S24_4620 ;Anna's Decorations, Ltd           ;02 9936 8555     ;201 Miller Street                         ;Level 15   ;North Sydney  ;NSW          ;2060     ;Australia    ;APAC ;O'Hara     ;Anna      
10180;28;71.1;1;1991.9;11/11/2003;Shipped   ;4;11;2003;Classic Cars    ;80;S24_4620 ;Daedalus Designs Imports          ;20.16.1555       ;184, chauss‚e de Tournai                  ;           ;Lille         ;             ;59000    ;France       ;EMEA ;Ranc‚      ;Martine   
10191;44;66.3;7;2916.8;11/20/2003;Shipped   ;4;11;2003;Classic Cars    ;80;S24_4620 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10211;22;92.2;6;2027.5;01/15/2004;Shipped   ;1;1;2004;Classic Cars    ;80;S24_4620 ;Auto Canal+ Petit                 ;(1) 47.55.6555   ;25, rue Lauriston                         ;           ;Paris         ;             ;75016    ;France       ;EMEA ;Perrier    ;Dominique 
10225;46;70.3;13;3235.2;02/22/2004;Shipped   ;1;2;2004;Classic Cars    ;80;S24_4620 ;Vida Sport, Ltd                   ;0897-034555      ;Grenzacherweg 237                         ;           ;GenŠve        ;             ;1203     ;Switzerland  ;EMEA ;Holz       ;Michael   
10238;22;93.8;7;2062.9;04/09/2004;Shipped   ;2;4;2004;Classic Cars    ;80;S24_4620 ;Danish Wholesale Imports          ;31 12 3555       ;Vinb‘ltet 34                              ;           ;Kobenhavn     ;             ;1734     ;Denmark      ;EMEA ;Petersen   ;Jytte     
10252;38;87.3;3;3317.8;05/26/2004;Shipped   ;2;5;2004;Classic Cars    ;80;S24_4620 ;Auto Canal+ Petit                 ;(1) 47.55.6555   ;25, rue Lauriston                         ;           ;Paris         ;             ;75016    ;France       ;EMEA ;Perrier    ;Dominique 
10264;47;83.3;1;3913.7;06/30/2004;Shipped   ;2;6;2004;Classic Cars    ;80;S24_4620 ;Gifts4AllAges.com                 ;6175559555       ;8616 Spinnaker Dr.                        ;           ;Boston        ;MA           ;51003    ;USA          ;NA   ;Yoshido    ;Juri      
10276;48;75.2;7;3608.6;08/02/2004;Shipped   ;3;8;2004;Classic Cars    ;80;S24_4620 ;Online Mini Collectables          ;6175557555       ;7635 Spinnaker Dr.                        ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Barajas    ;Miguel    
10287;40;88.1;16;3524.8;08/30/2004;Shipped   ;3;8;2004;Classic Cars    ;80;S24_4620 ;Vida Sport, Ltd                   ;0897-034555      ;Grenzacherweg 237                         ;           ;GenŠve        ;             ;1203     ;Switzerland  ;EMEA ;Holz       ;Michael   
10299;32;80.8;1;2586.9;09/30/2004;Shipped   ;3;9;2004;Classic Cars    ;80;S24_4620 ;Toys of Finland, Co.              ;90-224 8555      ;Keskuskatu 45                             ;           ;Helsinki      ;             ;21240    ;Finland      ;EMEA ;Karttunen  ;Matti     
10310;49;97;14;4753.5;10/16/2004;Shipped   ;4;10;2004;Classic Cars    ;80;S24_4620 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10319;43;85.7;2;3684.7;11/03/2004;Shipped   ;4;11;2004;Classic Cars    ;80;S24_4620 ;Microscale Inc.                   ;2125551957       ;5290 North Pendale Street                 ;Suite 200  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Kuo        ;Kee       
10331;41;100;2;5715.4;11/17/2004;Shipped   ;4;11;2004;Classic Cars    ;80;S24_4620 ;Motor Mint Distributors Inc.      ;2155559857       ;11328 Douglas Av.                         ;           ;Philadelphia  ;PA           ;71270    ;USA          ;NA   ;Hernandez  ;Rosa      
10343;30;100;1;3098.7;11/24/2004;Shipped   ;4;11;2004;Classic Cars    ;80;S24_4620 ;Reims Collectables                ;26.47.1555       ;59 rue de l'Abbaye                        ;           ;Reims         ;             ;51100    ;France       ;EMEA ;Henriot    ;Paul      
10355;28;95.4;9;2670.9;12/07/2004;Shipped   ;4;12;2004;Classic Cars    ;80;S24_4620 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10363;43;100;9;5154.4;01/06/2005;Shipped   ;1;1;2005;Classic Cars    ;80;S24_4620 ;Suominen Souveniers               ;+358 9 8045 555  ;Software Engineering Center, SEC Oy       ;           ;Espoo         ;             ;FIN-02271;Finland      ;EMEA ;Suominen   ;Kalle     
10378;41;100;2;4894.2;02/10/2005;Shipped   ;1;2;2005;Classic Cars    ;80;S24_4620 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10390;30;82.4;10;2472.6;03/04/2005;Shipped   ;1;3;2005;Classic Cars    ;80;S24_4620 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10103;31;100;3;3224.3;01/29/2003;Shipped   ;1;1;2003;Trucks and Buses;96;S32_1268 ;Baane Mini Imports                ;07-98 9555       ;Erling Skakkes gate 78                    ;           ;Stavern       ;             ;4110     ;Norway       ;EMEA ;Bergulfsen ;Jonas     
10114;32;100;7;3667.5;04/01/2003;Shipped   ;2;4;2003;Trucks and Buses;96;S32_1268 ;La Corne D'abondance, Co.         ;(1) 42.34.2555   ;265, boulevard Charonne                   ;           ;Paris         ;             ;75012    ;France       ;EMEA ;Bertrand   ;Marie     
10126;43;96.3;3;4141.3;05/28/2003;Shipped   ;2;5;2003;Trucks and Buses;96;S32_1268 ;Corrida Auto Replicas, Ltd        ;(91) 555 22 82   ;C/ Araquil, 67                            ;           ;Madrid        ;             ;28023    ;Spain        ;EMEA ;Sommer     ;Mart¡n    
10140;26;100;3;2829.6;07/24/2003;Shipped   ;3;7;2003;Trucks and Buses;96;S32_1268 ;Technics Stores Inc.              ;6505556809       ;9408 Furth Circle                         ;           ;Burlingame    ;CA           ;94217    ;USA          ;NA   ;Hirano     ;Juri      
10151;27;100;10;3068.6;09/21/2003;Shipped   ;3;9;2003;Trucks and Buses;96;S32_1268 ;Oulu Toy Supplies, Inc.           ;981-443655       ;Torikatu 38                               ;           ;Oulu          ;             ;90110    ;Finland      ;EMEA ;Koskitalo  ;Pirkko    
10164;24;100;1;2635;10/21/2003;Resolved  ;4;10;2003;Trucks and Buses;96;S32_1268 ;Mini Auto Werke                   ;7675-3555        ;Kirchgasse 6                              ;           ;Graz          ;             ;8010     ;Austria      ;EMEA ;Mendel     ;Roland    
10175;22;100;8;2436.7;11/06/2003;Shipped   ;4;11;2003;Trucks and Buses;96;S32_1268 ;Stylish Desk Decors, Co.          ;(171) 555-0297   ;35 King George                            ;           ;London        ;             ;WX3 6FW  ;UK           ;EMEA ;Brown      ;Ann       
10184;46;100;13;4607.4;11/14/2003;Shipped   ;4;11;2003;Trucks and Buses;96;S32_1268 ;Iberia Gift Imports, Corp.        ;(95) 555 82 82   ;C/ Romero, 33                             ;           ;Sevilla       ;             ;41101    ;Spain        ;EMEA ;Roel       ;Jos‚ Pedro
10194;37;97.3;3;3599;11/25/2003;Shipped   ;4;11;2003;Trucks and Buses;96;S32_1268 ;Saveley & Henriot, Co.            ;78.32.5555       ;2, rue du Commerce                        ;           ;Lyon          ;             ;69004    ;France       ;EMEA ;Saveley    ;Mary      
10207;49;80.9;14;3964.1;12/09/2003;Shipped   ;4;12;2003;Trucks and Buses;96;S32_1268 ;Diecast Collectables              ;6175552555       ;6251 Ingle Ln.                            ;           ;Boston        ;MA           ;51003    ;USA          ;NA   ;Franco     ;Valarie   
10217;21;100;3;2244.9;02/04/2004;Shipped   ;1;2;2004;Trucks and Buses;96;S32_1268 ;Handji Gifts& Co                  ;+65 224 1555     ;Village Close - 106 Linden Road Sandown   ;2nd Floor  ;Singapore     ;             ;069045   ;Singapore    ;APAC ;Victorino  ;Wendy     
10229;25;100;8;2793;03/11/2004;Shipped   ;1;3;2004;Trucks and Buses;96;S32_1268 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10245;37;100;1;4133.6;05/04/2004;Shipped   ;2;5;2004;Trucks and Buses;96;S32_1268 ;Super Scale Inc.                  ;2035559545       ;567 North Pendale Street                  ;           ;New Haven     ;CT           ;97823    ;USA          ;NA   ;Murphy     ;Leslie    
10259;45;86.7;11;3900.6;06/15/2004;Shipped   ;2;6;2004;Trucks and Buses;96;S32_1268 ;Handji Gifts& Co                  ;+65 224 1555     ;Village Close - 106 Linden Road Sandown   ;2nd Floor  ;Singapore     ;             ;069045   ;Singapore    ;APAC ;Victorino  ;Wendy     
10270;32;85.7;1;2743;07/19/2004;Shipped   ;3;7;2004;Trucks and Buses;96;S32_1268 ;Souveniers And Things Co.         ;+61 2 9495 8555  ;Monitor Money Building, 815 Pacific Hwy   ;Level 6    ;Chatswood     ;NSW          ;2067     ;Australia    ;APAC ;Huxley     ;Adrian    
10281;29;82.8;8;2402.1;08/19/2004;Shipped   ;3;8;2004;Trucks and Buses;96;S32_1268 ;Diecast Classics Inc.             ;2155551555       ;7586 Pompton St.                          ;           ;Allentown     ;PA           ;70267    ;USA          ;NA   ;Yu         ;Kyung     
10291;26;83.8;3;2178.5;09/08/2004;Shipped   ;3;9;2004;Trucks and Buses;96;S32_1268 ;Scandinavian Gift Ideas           ;0695-34 6555     ;?kergatan 24                              ;           ;Br„cke        ;             ;S-844 67 ;Sweden       ;EMEA ;Larsson    ;Maria     
10305;28;100;12;3155;10/13/2004;Shipped   ;4;10;2004;Trucks and Buses;96;S32_1268 ;Marta's Replicas Co.              ;6175558555       ;39323 Spinnaker Dr.                       ;           ;Cambridge     ;MA           ;51247    ;USA          ;NA   ;Hernandez  ;Marta     
10313;27;87.6;6;2366.3;10/22/2004;Shipped   ;4;10;2004;Trucks and Buses;96;S32_1268 ;Canadian Gift Exchange Network    ;(604) 555-3392   ;1900 Oak St.                              ;           ;Vancouver     ;BC           ;V3F 2K1  ;Canada       ;NA   ;Tannamuri  ;Yoshi     
10324;20;98.2;11;1963.6;11/05/2004;Shipped   ;4;11;2004;Trucks and Buses;96;S32_1268 ;Vitachrome Inc.                   ;2125551500       ;2678 Kingston Rd.                         ;Suite 101  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Frick      ;Michael   
10335;44;100;1;4746.3;11/19/2004;Shipped   ;4;11;2004;Trucks and Buses;96;S32_1268 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10348;42;100;3;6386.9;11/01/2004;Shipped   ;4;11;2004;Trucks and Buses;96;S32_1268 ;Corrida Auto Replicas, Ltd        ;(91) 555 22 82   ;C/ Araquil, 67                            ;           ;Madrid        ;             ;28023    ;Spain        ;EMEA ;Sommer     ;Mart¡n    
10358;41;100;1;4428;12/10/2004;Shipped   ;4;12;2004;Trucks and Buses;96;S32_1268 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10371;26;100;1;4044;01/23/2005;Shipped   ;1;1;2005;Trucks and Buses;96;S32_1268 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10382;26;100;6;2708.4;02/17/2005;Shipped   ;1;2;2005;Trucks and Buses;96;S32_1268 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10411;26;100;1;2904.7;05/01/2005;Shipped   ;2;5;2005;Trucks and Buses;96;S32_1268 ;Qu‚bec Home Shopping Network      ;(514) 555-8054   ;43 rue St. Laurent                        ;           ;Montr‚al      ;Qu‚bec       ;H1J 1C3  ;Canada       ;NA   ;FresniŠre  ;Jean      
10425;41;86.7;11;3553.9;05/31/2005;In Process;2;5;2005;Trucks and Buses;96;S32_1268 ;La Rochelle Gifts                 ;40.67.8555       ;67, rue des Cinquante Otages              ;           ;Nantes        ;             ;44000    ;France       ;EMEA ;Labrune    ;Janine    
10107;20;92.9;8;1858;02/24/2003;Shipped   ;1;2;2003;Motorcycles     ;99;S32_1374 ;Land of Toys Inc.                 ;2125557818       ;897 Long Airport Avenue                   ;           ;NYC           ;NY           ;10022    ;USA          ;NA   ;Yu         ;Kwai      
10120;22;100;6;2461.4;04/29/2003;Shipped   ;2;4;2003;Motorcycles     ;99;S32_1374 ;Australian Collectors, Co.        ;03 9520 4555     ;636 St Kilda Road                         ;Level 3    ;Melbourne     ;Victoria     ;3004     ;Australia    ;APAC ;Ferguson   ;Peter     
10133;23;100;1;2642;06/27/2003;Shipped   ;2;6;2003;Motorcycles     ;99;S32_1374 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10145;33;93.9;12;3098.7;08/25/2003;Shipped   ;3;8;2003;Motorcycles     ;99;S32_1374 ;Toys4GrownUps.com                 ;6265557265       ;78934 Hillside Dr.                        ;           ;Pasadena      ;CA           ;90003    ;USA          ;NA   ;Young      ;Julie     
10168;28;100;7;3244.4;10/28/2003;Shipped   ;4;10;2003;Motorcycles     ;99;S32_1374 ;Technics Stores Inc.              ;6505556809       ;9408 Furth Circle                         ;           ;Burlingame    ;CA           ;94217    ;USA          ;NA   ;Hirano     ;Juri      
10188;44;98.9;7;4351.2;11/18/2003;Shipped   ;4;11;2003;Motorcycles     ;99;S32_1374 ;Herkku Gifts                      ;+47 2267 3215    ;Drammen 121, PR 744 Sentrum               ;           ;Bergen        ;             ;N 5804   ;Norway       ;EMEA ;Oeztan     ;Veysel    
10210;46;79.9;5;3675.9;01/12/2004;Shipped   ;1;1;2004;Motorcycles     ;99;S32_1374 ;Osaka Souveniers Co.              ;+81 06 6342 5555 ;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku  ;           ;Osaka         ;Osaka        ;530-0003 ;Japan        ;Japan;Kentary    ;Mory      
10223;21;100;7;2475.3;02/20/2004;Shipped   ;1;2;2004;Motorcycles     ;99;S32_1374 ;Australian Collectors, Co.        ;03 9520 4555     ;636 St Kilda Road                         ;Level 3    ;Melbourne     ;Victoria     ;3004     ;Australia    ;APAC ;Ferguson   ;Peter     
10235;41;100;1;4177.5;04/02/2004;Shipped   ;2;4;2004;Motorcycles     ;99;S32_1374 ;Royal Canadian Collectables, Ltd. ;(604) 555-4555   ;23 Tsawassen Blvd.                        ;           ;Tsawassen     ;BC           ;T2F 8M4  ;Canada       ;NA   ;Lincoln    ;Elizabeth 
10250;31;100;2;3282.3;05/11/2004;Shipped   ;2;5;2004;Motorcycles     ;99;S32_1374 ;The Sharp Gifts Warehouse         ;4085553659       ;3086 Ingle Ln.                            ;           ;San Jose      ;CA           ;94217    ;USA          ;NA   ;Frick      ;Sue       
10263;31;79.9;8;2477.2;06/28/2004;Shipped   ;2;6;2004;Motorcycles     ;99;S32_1374 ;Gift Depot Inc.                   ;2035552570       ;25593 South Bay Ln.                       ;           ;Bridgewater   ;CT           ;97562    ;USA          ;NA   ;King       ;Julie     
10275;23;81.9;7;1883.9;07/23/2004;Shipped   ;3;7;2004;Motorcycles     ;99;S32_1374 ;La Rochelle Gifts                 ;40.67.8555       ;67, rue des Cinquante Otages              ;           ;Nantes        ;             ;44000    ;France       ;EMEA ;Labrune    ;Janine    
10285;37;98.9;12;3658.9;08/27/2004;Shipped   ;3;8;2004;Motorcycles     ;99;S32_1374 ;Marta's Replicas Co.              ;6175558555       ;39323 Spinnaker Dr.                       ;           ;Cambridge     ;MA           ;51247    ;USA          ;NA   ;Hernandez  ;Marta     
10297;26;100;2;2856.9;09/16/2004;Shipped   ;3;9;2004;Motorcycles     ;99;S32_1374 ;Clover Collections, Co.           ;+353 1862 1555   ;25 Maiden Lane                            ;Floor No. 4;Dublin        ;             ;2        ;Ireland      ;EMEA ;Cassidy    ;Dean      
10308;24;79.9;5;1917.8;10/15/2004;Shipped   ;4;10;2004;Motorcycles     ;99;S32_1374 ;Mini Classics                     ;9145554562       ;3758 North Pendale Street                 ;           ;White Plains  ;NY           ;24067    ;USA          ;NA   ;Frick      ;Steve     
10318;47;100;7;5305.4;11/02/2004;Shipped   ;4;11;2004;Motorcycles     ;99;S32_1374 ;Diecast Classics Inc.             ;2155551555       ;7586 Pompton St.                          ;           ;Allentown     ;PA           ;70267    ;USA          ;NA   ;Yu         ;Kyung     
10329;45;63.9;11;2875.9;11/15/2004;Shipped   ;4;11;2004;Motorcycles     ;99;S32_1374 ;Land of Toys Inc.                 ;2125557818       ;897 Long Airport Avenue                   ;           ;NYC           ;NY           ;10022    ;USA          ;NA   ;Yu         ;Kwai      
10340;55;100;2;6482.9;11/24/2004;Shipped   ;4;11;2004;Motorcycles     ;99;S32_1374 ;Enaco Distributors                ;(93) 203 4555    ;Rambla de Catalu¤a, 23                    ;           ;Barcelona     ;             ;08022    ;Spain        ;EMEA ;Saavedra   ;Eduardo   
10353;46;81.2;5;3733.8;12/04/2004;Shipped   ;4;12;2004;Motorcycles     ;99;S32_1374 ;Gift Ideas Corp.                  ;2035554407       ;2440 Pompton St.                          ;           ;Glendale      ;CT           ;97561    ;USA          ;NA   ;Lewis      ;Dan       
10363;50;100;2;6576.5;01/06/2005;Shipped   ;1;1;2005;Motorcycles     ;99;S32_1374 ;Suominen Souveniers               ;+358 9 8045 555  ;Software Engineering Center, SEC Oy       ;           ;Espoo         ;             ;FIN-02271;Finland      ;EMEA ;Suominen   ;Kalle     
10375;37;100;3;6353.3;02/03/2005;Shipped   ;1;2;2005;Motorcycles     ;99;S32_1374 ;La Rochelle Gifts                 ;40.67.8555       ;67, rue des Cinquante Otages              ;           ;Nantes        ;             ;44000    ;France       ;EMEA ;Labrune    ;Janine    
10387;44;94.9;1;4175.6;03/02/2005;Shipped   ;1;3;2005;Motorcycles     ;99;S32_1374 ;Dragon Souveniers, Ltd.           ;+65 221 7555     ;Bronz Sok., Bronz Apt. 3/6 Tesvikiye      ;           ;Singapore     ;             ;079903   ;Singapore    ;Japan;Natividad  ;Eric      
10401;49;100;1;4992.6;04/03/2005;On Hold   ;2;4;2005;Motorcycles     ;99;S32_1374 ;Tekni Collectables Inc.           ;2015559350       ;7476 Moss Rd.                             ;           ;Newark        ;NJ           ;94019    ;USA          ;NA   ;Brown      ;William   
10416;45;100;2;4764.6;05/10/2005;Shipped   ;2;5;2005;Motorcycles     ;99;S32_1374 ;L'ordine Souveniers               ;0522-556555      ;Strada Provinciale 124                    ;           ;Reggio Emilia ;             ;42100    ;Italy        ;EMEA ;Moroni     ;Maurizio  
10108;27;43.5;13;1173.2;03/03/2003;Shipped   ;1;3;2003;Motorcycles     ;40;S32_2206 ;Cruz & Sons Co.                   ;+63 2 555 3587   ;15 McCallum Street - NatWest Center #13-03;           ;Makati City   ;             ;1227 MM  ;Philippines  ;Japan;Cruz       ;Arnold    
10122;31;44.7;17;1384.5;05/08/2003;Shipped   ;2;5;2003;Motorcycles     ;40;S32_2206 ;Marseille Mini Autos              ;91.24.4555       ;12, rue des Bouchers                      ;           ;Marseille     ;             ;13008    ;France       ;EMEA ;Lebihan    ;Laurence  
10135;33;40.2;14;1327.6;07/02/2003;Shipped   ;3;7;2003;Motorcycles     ;40;S32_2206 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10145;31;35.8;1;1109.8;08/25/2003;Shipped   ;3;8;2003;Motorcycles     ;40;S32_2206 ;Toys4GrownUps.com                 ;6265557265       ;78934 Hillside Dr.                        ;           ;Pasadena      ;CA           ;90003    ;USA          ;NA   ;Young      ;Julie     
10159;35;35.4;9;1239;10/10/2003;Shipped   ;4;10;2003;Motorcycles     ;40;S32_2206 ;Corporate Gift Ideas Co.          ;6505551386       ;7734 Strong St.                           ;           ;San Francisco ;CA           ;         ;USA          ;NA   ;Brown      ;Julie     
10169;26;39.8;9;1035.6;11/04/2003;Shipped   ;4;11;2003;Motorcycles     ;40;S32_2206 ;Anna's Decorations, Ltd           ;02 9936 8555     ;201 Miller Street                         ;Level 15   ;North Sydney  ;NSW          ;2060     ;Australia    ;APAC ;O'Hara     ;Anna      
10180;34;45.5;4;1545.6;11/11/2003;Shipped   ;4;11;2003;Motorcycles     ;40;S32_2206 ;Daedalus Designs Imports          ;20.16.1555       ;184, chauss‚e de Tournai                  ;           ;Lille         ;             ;59000    ;France       ;EMEA ;Ranc‚      ;Martine   
10190;46;33;1;1517.5;11/19/2003;Shipped   ;4;11;2003;Motorcycles     ;40;S32_2206 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10211;41;42.2;9;1731.8;01/15/2004;Shipped   ;1;1;2004;Motorcycles     ;40;S32_2206 ;Auto Canal+ Petit                 ;(1) 47.55.6555   ;25, rue Lauriston                         ;           ;Paris         ;             ;75016    ;France       ;EMEA ;Perrier    ;Dominique 
10224;43;39.4;2;1695.5;02/21/2004;Shipped   ;1;2;2004;Motorcycles     ;40;S32_2206 ;Daedalus Designs Imports          ;20.16.1555       ;184, chauss‚e de Tournai                  ;           ;Lille         ;             ;59000    ;France       ;EMEA ;Ranc‚      ;Martine   
10237;26;40.2;2;1046;04/05/2004;Shipped   ;2;4;2004;Motorcycles     ;40;S32_2206 ;Vitachrome Inc.                   ;2125551500       ;2678 Kingston Rd.                         ;Suite 101  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Frick      ;Michael   
10252;36;48.3;6;1738.1;05/26/2004;Shipped   ;2;5;2004;Motorcycles     ;40;S32_2206 ;Auto Canal+ Petit                 ;(1) 47.55.6555   ;25, rue Lauriston                         ;           ;Paris         ;             ;75016    ;France       ;EMEA ;Perrier    ;Dominique 
10264;20;32.6;4;651.8;06/30/2004;Shipped   ;2;6;2004;Motorcycles     ;40;S32_2206 ;Gifts4AllAges.com                 ;6175559555       ;8616 Spinnaker Dr.                        ;           ;Boston        ;MA           ;51003    ;USA          ;NA   ;Yoshido    ;Juri      
10276;27;36.6;10;988.5;08/02/2004;Shipped   ;3;8;2004;Motorcycles     ;40;S32_2206 ;Online Mini Collectables          ;6175557555       ;7635 Spinnaker Dr.                        ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Barajas    ;Miguel    
10285;37;41;1;1518.1;08/27/2004;Shipped   ;3;8;2004;Motorcycles     ;40;S32_2206 ;Marta's Replicas Co.              ;6175558555       ;39323 Spinnaker Dr.                       ;           ;Cambridge     ;MA           ;51247    ;USA          ;NA   ;Hernandez  ;Marta     
10299;24;42.2;4;1013.8;09/30/2004;Shipped   ;3;9;2004;Motorcycles     ;40;S32_2206 ;Toys of Finland, Co.              ;90-224 8555      ;Keskuskatu 45                             ;           ;Helsinki      ;             ;21240    ;Finland      ;EMEA ;Karttunen  ;Matti     
10310;36;43;17;1549.8;10/16/2004;Shipped   ;4;10;2004;Motorcycles     ;40;S32_2206 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10319;29;38.2;5;1108.4;11/03/2004;Shipped   ;4;11;2004;Motorcycles     ;40;S32_2206 ;Microscale Inc.                   ;2125551957       ;5290 North Pendale Street                 ;Suite 200  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Kuo        ;Kee       
10331;28;100;3;4102.6;11/17/2004;Shipped   ;4;11;2004;Motorcycles     ;40;S32_2206 ;Motor Mint Distributors Inc.      ;2155559857       ;11328 Douglas Av.                         ;           ;Philadelphia  ;PA           ;71270    ;USA          ;NA   ;Hernandez  ;Rosa      
10343;29;100;5;3713.2;11/24/2004;Shipped   ;4;11;2004;Motorcycles     ;40;S32_2206 ;Reims Collectables                ;26.47.1555       ;59 rue de l'Abbaye                        ;           ;Reims         ;             ;51100    ;France       ;EMEA ;Henriot    ;Paul      
10355;38;39.8;10;1513.5;12/07/2004;Shipped   ;4;12;2004;Motorcycles     ;40;S32_2206 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10364;48;48.3;1;2317.4;01/06/2005;Shipped   ;1;1;2005;Motorcycles     ;40;S32_2206 ;Marseille Mini Autos              ;91.24.4555       ;12, rue des Bouchers                      ;           ;Marseille     ;             ;13008    ;France       ;EMEA ;Lebihan    ;Laurence  
10378;40;82.5;1;3298.4;02/10/2005;Shipped   ;1;2;2005;Motorcycles     ;40;S32_2206 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10390;41;44.6;11;1827;03/04/2005;Shipped   ;1;3;2005;Motorcycles     ;40;S32_2206 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10403;30;40.2;2;1206.9;04/08/2005;Shipped   ;2;4;2005;Motorcycles     ;40;S32_2206 ;UK Collectables, Ltd.             ;(171) 555-2282   ;Berkeley Gardens 12  Brewery              ;           ;Liverpool     ;             ;WX1 6LT  ;UK           ;EMEA ;Devon      ;Elizabeth 
